t,x,y,z,yaw
1788515964.020497,0.054495,-0.028953,0.000000,0.002480
1788515964.088159,0.054420,-0.029012,0.000000,0.001943
1788515964.156109,0.053977,-0.028650,0.000000,0.001557
1788515964.219201,0.054209,-0.028416,0.000000,0.001616
1788515964.293160,0.054527,-0.028347,0.000000,0.001852
1788515964.354506,0.054371,-0.028632,0.000000,0.001810
1788515964.418034,0.054568,-0.027762,0.000000,0.001810
1788515964.485439,0.053969,-0.028179,0.000000,0.001887
1788515964.553109,0.053423,-0.027465,0.000000,0.001531
1788515964.620991,0.054268,-0.027812,0.000000,0.001771
1788515964.684562,0.054356,-0.027903,0.000000,0.001771
1788515964.752150,0.054500,-0.027437,0.000000,0.001771
1788515964.819605,0.054313,-0.027967,0.000000,0.001771
1788515964.887112,0.053895,-0.027715,0.000000,0.001771
1788515964.950633,0.054181,-0.027551,0.000000,0.001771
1788515965.018626,0.054384,-0.027674,0.000000,0.001771
1788515965.085970,0.054386,-0.027265,0.000000,0.001771
1788515965.149514,0.054248,-0.027448,0.000000,0.001771
1788515965.217240,0.054149,-0.027858,0.000000,0.002402
1788515965.284665,0.053941,-0.027914,0.000000,0.001815
1788515965.353677,0.054072,-0.027851,0.000000,0.002070
1788515965.421396,0.053892,-0.026857,0.000000,0.001747
1788515965.483650,0.054514,-0.026968,0.000000,0.001203
1788515965.551121,0.054548,-0.026111,0.000000,0.000523
1788515965.618683,0.054629,-0.025943,0.000000,0.000523
1788515965.686350,0.054344,-0.025597,0.000000,0.000523
1788515965.750237,0.054819,-0.025560,0.000000,0.000523
1788515965.817929,0.054253,-0.026044,0.000000,0.002299
1788515965.885299,0.053908,-0.026175,0.000000,0.002968
1788515965.952985,0.053865,-0.025985,0.000000,0.002761
1788515966.016531,0.054119,-0.025838,0.000000,0.003033
1788515966.084267,0.053690,-0.026276,0.000000,0.003471
1788515966.151581,0.053954,-0.026345,0.000000,0.003126
1788515966.219616,0.054123,-0.026218,0.000000,0.003126
1788515966.283002,0.055812,-0.025019,0.000000,0.001988
1788515966.350581,0.060309,-0.022729,0.000000,-0.000214
1788515966.418189,0.066728,-0.019811,0.000000,-0.002403
1788515966.485794,0.076201,-0.016200,0.000000,-0.004649
1788515966.549556,0.088147,-0.008598,0.000000,-0.009587
1788515966.617249,0.103518,0.000840,0.000000,-0.017696
1788515966.685174,0.122643,0.010315,0.000000,-0.024906
1788515966.752003,0.142503,0.018118,0.000000,-0.031749
1788515966.819876,0.165276,0.025005,0.000000,-0.037128
1788515966.887638,0.185641,0.031625,0.000000,-0.042183
1788515966.952007,0.204886,0.040382,0.000000,-0.048354
1788515967.020357,0.223021,0.044916,0.000000,-0.053633
1788515967.086848,0.239722,0.049583,0.000000,-0.059995
1788515967.153960,0.252188,0.052670,0.000000,-0.059995
1788515967.221586,0.264943,0.055734,0.000000,-0.066001
1788515967.289304,0.273632,0.057135,0.000000,-0.065910
1788515967.356805,0.280161,0.058041,0.000000,-0.065910
1788515967.424755,0.287517,0.058899,0.000000,-0.063135
1788515967.489327,0.290320,0.060002,0.000000,-0.061687
1788515967.556699,0.292412,0.061029,0.000000,-0.061687
1788515967.623545,0.294287,0.062377,0.000000,-0.057390
1788515967.691396,0.296122,0.063770,0.000000,-0.054642
1788515967.758600,0.297166,0.064996,0.000000,-0.054642
1788515967.828947,0.298961,0.067980,0.000000,-0.049115
1788515967.894342,0.300401,0.070943,0.000000,-0.046655
1788515967.957413,0.302615,0.074092,0.000000,-0.046655
1788515968.025005,0.304786,0.078341,0.000000,-0.046154
1788515968.092575,0.308424,0.081338,0.000000,-0.047011
1788515968.160508,0.310551,0.083895,0.000000,-0.047011
1788515968.228008,0.313147,0.087482,0.000000,-0.047577
1788515968.297294,0.315075,0.089392,0.000000,-0.048618
